county,year,month,litter,recycled,dumps,county_rd_miles,state_rd_miles,partners,volunteer_hours
Greene,2019-2020,Sept,53645.0,8470.0,6,59.0,12.5,203,203.0
Greene,2019-2020,Oct,55545.0,8970.0,5,62.5,2.0,20,20.0
Greene,2019-2020,Nov,49295.0,8195.0,5,57.0,20.0,20,20.0
Greene,2019-2020,Dec,58075.0,9175.0,4,62.5,16.5,20,20.0
Greene,2019-2020,Jan,55253.0,9400.0,5,68.0,20.5,10,10.0
Greene,2019-2020,Feb,51345.0,8245.0,4,58.5,13.5,10,10.0
Greene,2019-2020,Mar,54465.0,8365.0,5,65.5,14.5,20,20.0
Greene,2019-2020,Apr,53595.0,8195.0,5,64.0,15.0,10,10.0
Greene,2019-2020,May,52520.0,7795.0,6,59.0,24.5,5,5.0
Greene,2019-2020,June,57170.0,8020.0,5,67.0,12.0,20,20.0
Grundy,2019-2020,July,7360.0,0.0,0,96.6,0.0,0,0.0
Grundy,2019-2020,Aug,9560.0,0.0,0,131.0,0.0,0,0.0
Grundy,2019-2020,Sept,6530.0,0.0,0,91.0,0.0,0,0.0
Grundy,2019-2020,Oct,5340.0,0.0,0,91.5,0.0,0,0.0
Grundy,2019-2020,Nov,9760.0,0.0,0,104.0,0.0,0,0.0
Grundy,2019-2020,Dec,15600.0,0.0,0,107.0,0.0,0,0.0
Grundy,2019-2020,Jan,10240.0,0.0,0,75.5,0.0,0,0.0
Grundy,2019-2020,Feb,5720.0,0.0,0,44.0,0.0,0,0.0
Grundy,2019-2020,Mar,7360.0,0.0,0,56.0,0.0,0,0.0
Grundy,2019-2020,Apr,5260.0,0.0,0,29.5,0.0,0,0.0
Grundy,2019-2020,May,14420.0,0.0,0,157.7,0.0,0,0.0
Grundy,2019-2020,June,5500.0,0.0,0,51.0,0.0,0,0.0
Hamblen,2019-2020,July,5980.0,0.0,0,212.6,164.0,7,26.25
Hamblen,2019-2020,Aug,6620.0,0.0,0,264.6,315.0,31,59.0
Hamblen,2019-2020,Sept,3880.0,0.0,0,323.6,145.0,45,93.5
Hamblen,2019-2020,Oct,6660.0,0.0,0,314.8,173.0,30,84.75
Hamblen,2019-2020,Nov,2800.0,0.0,0,112.0,255.0,13,34.5
Hamblen,2019-2020,Dec,3300.0,0.0,0,236.5,62.0,11,12.5
Hamblen,2019-2020,Jan,3520.0,0.0,0,172.7,71.0,22,51.0
Hamblen,2019-2020,Feb,5380.0,0.0,0,268.4,111.0,22,29.0
Hamblen,2019-2020,Mar,3540.0,0.0,0,225.8,41.0,26,119.25
Hamblen,2019-2020,Apr,1000.0,0.0,0,1.2,0.0,6,56.0
Hamblen,2019-2020,May,11080.0,0.0,0,548.7,68.0,31,61.1
Hamblen,2019-2020,June,1960.0,35100.0,3,425.0,128.0,34,78.25
Hamilton,2019-2020,July,18676.0,0.0,0,0.0,409.88,795,2385.0
Hamilton,2019-2020,Aug,16912.0,0.0,0,0.0,397.4,150,600.0
Hamilton,2019-2020,Sept,13041.0,0.0,0,1.1,373.76,250,1000.0
Hamilton,2019-2020,Oct,18907.0,0.0,0,2.0,390.24,1708,1000.0
Hamilton,2019-2020,Nov,16814.0,0.0,0,0.0,328.61,180,720.0
Hamilton,2019-2020,Dec,16247.0,0.0,0,0.0,312.56,80,320.0
Hamilton,2019-2020,Jan,14812.0,0.0,0,9.6,266.47,669,2676.0
Hamilton,2019-2020,Feb,20.65,0.0,0,0.6,214.88,107,428.0
Hamilton,2019-2020,Mar,8918.0,0.0,0,4.0,106.16,90,360.0
Hamilton,2019-2020,Apr,0.0,0.0,0,0.0,0.0,155,775.0
Hamilton,2019-2020,May,0.0,0.0,0,0.0,0.0,57,228.0
Hamilton,2019-2020,June,10304.0,0.0,0,0.0,64.92,83,332.0
Hancock,2019-2020,July,7325.0,7325.0,0,47.4,31.1,0,0.0
Hancock,2019-2020,Aug,7390.0,7390.0,0,67.5,27.2,0,0.0
Hancock,2019-2020,Sept,5870.0,5870.0,0,56.7,23.4,0,0.0
Hancock,2019-2020,Oct,5815.0,5815.0,0,38.3,31.1,0,0.0
Hancock,2019-2020,Nov,7120.0,7120.0,0,44.3,27.2,0,0.0
Hancock,2019-2020,Dec,6865.0,6865.0,0,50.3,31.1,0,0.0
Hancock,2019-2020,Jan,6880.0,6880.0,0,74.0,23.4,0,0.0
Hancock,2019-2020,Feb,7065.0,7065.0,0,63.6,27.2,0,0.0
Hancock,2019-2020,Mar,6970.0,6970.0,0,61.6,23.4,0,0.0
Hancock,2019-2020,Apr,7125.0,7125.0,0,49.7,31.1,0,0.0
Hancock,2019-2020,May,7360.0,7360.0,0,60.0,27.2,0,0.0
Hancock,2019-2020,June,7055.0,7055.0,0,43.3,23.4,0,0.0
Hardeman,2019-2020,July,0.0,0.0,0,0.0,0.0,0,0.0
Hardeman,2019-2020,Aug,0.0,0.0,0,0.0,0.0,0,0.0
Hardeman,2019-2020,Sept,0.0,0.0,0,0.0,0.0,0,0.0
Hardeman,2019-2020,Oct,0.0,0.0,0,0.0,0.0,0,0.0
Hardeman,2019-2020,Nov,0.0,0.0,0,0.0,0.0,0,0.0
Hardeman,2019-2020,Dec,0.0,0.0,0,0.0,0.0,0,0.0
Hardeman,2019-2020,Jan,0.0,0.0,0,0.0,0.0,0,0.0
Hardeman,2019-2020,Feb,0.0,0.0,0,0.0,0.0,0,0.0
Hardeman,2019-2020,Mar,0.0,0.0,0,0.0,0.0,0,0.0
Hardeman,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Hardeman,2019-2020,May,0.0,0.0,0,0.0,0.0,0,0.0
Hardeman,2019-2020,June,0.0,0.0,0,0.0,7860.0,0,0.0
Hardin,2019-2020,July,5970.0,597.0,0,15.2,0.0,0,0.0
Hardin,2019-2020,Aug,9315.0,931.5,0,23.0,0.0,0,0.0
Hardin,2019-2020,Sept,4515.0,451.5,0,8.4,0.0,0,0.0
Hardin,2019-2020,Oct,4095.0,409.5,0,13.4,0.0,0,0.0
Hardin,2019-2020,Nov,3705.0,370.5,0,10.1,0.0,0,0.0
Hardin,2019-2020,Dec,4380.0,438.0,0,13.7,0.0,0,0.0
Hardin,2019-2020,Jan,6645.0,664.5,0,13.7,0.0,0,0.0
Hardin,2019-2020,Feb,5505.0,550.0,0,17.6,0.0,0,0.0
Hardin,2019-2020,Mar,8160.0,8160.0,0,17.6,0.0,0,0.0
Hardin,2019-2020,Apr,8475.0,847.5,0,19.8,0.0,0,0.0
Hardin,2019-2020,May,5190.0,519.0,0,11.6,0.0,0,0.0
Hardin,2019-2020,June,4050.0,405.0,0,15.0,0.0,0,0.0
Hawkins,2019-2020,July,27800.0,0.0,1,45.9,0.0,0,0.0
Hawkins,2019-2020,Aug,15110.0,0.0,0,51.1,0.0,0,0.0
Hawkins,2019-2020,Sept,10520.0,0.0,0,48.8,0.0,0,0.0
Hawkins,2019-2020,Oct,13220.0,0.0,0,44.8,0.0,0,0.0
Hawkins,2019-2020,Nov,13560.0,0.0,0,43.7,0.0,0,0.0
Hawkins,2019-2020,Dec,5910.0,0.0,0,19.7,0.0,0,0.0
Hawkins,2019-2020,Jan,18320.0,0.0,0,40.7,0.0,0,0.0
Hawkins,2019-2020,Feb,18320.0,0.0,0,40.7,0.0,0,0.0
Hawkins,2019-2020,Mar,24360.0,0.0,0,61.3,0.0,0,0.0
Hawkins,2019-2020,Apr,13800.0,0.0,0,34.6,0.0,16,64.0
Hawkins,2019-2020,May,10780.0,0.0,0,46.3,0.0,0,0.0
Hawkins,2019-2020,June,7610.0,0.0,0,34.7,0.0,0,0.0
Haywood,2019-2020,July,10960.0,5220.0,0,23.0,0.0,0,0.0
Haywood,2019-2020,Aug,15020.0,7420.0,0,22.0,0.0,0,0.0
Haywood,2019-2020,Sept,10780.0,6660.0,0,24.0,0.0,0,0.0
Haywood,2019-2020,Oct,8560.0,5100.0,0,23.0,0.0,0,0.0
Haywood,2019-2020,Nov,6300.0,2480.0,0,22.0,0.0,0,0.0
Haywood,2019-2020,Dec,11180.0,4280.0,0,21.0,0.0,0,0.0
Haywood,2019-2020,Jan,11220.0,3860.0,0,19.0,0.0,0,0.0
Haywood,2019-2020,Feb,7280.0,4020.0,0,21.0,0.0,0,0.0
Haywood,2019-2020,Mar,13660.0,5180.0,0,20.0,0.0,0,0.0
Haywood,2019-2020,Apr,4180.0,1060.0,0,19.0,0.0,0,0.0
Haywood,2019-2020,May,6120.0,3020.0,0,21.0,0.0,0,0.0
Haywood,2019-2020,June,8880.0,2020.0,0,10.5,0.0,0,0.0
Henderson,2019-2020,July,0.0,0.0,0,0.0,0.0,0,0.0
Henderson,2019-2020,Aug,8120.0,8120.0,1,45.3,0.0,0,0.0
Henderson,2019-2020,Sept,6400.0,6400.0,0,34.8,0.0,0,0.0
Henderson,2019-2020,Oct,13030.0,13030.0,2,31.0,0.0,0,0.0
Henderson,2019-2020,Nov,13440.0,13440.0,2,37.1,0.0,0,0.0
Henderson,2019-2020,Dec,15090.0,15090.0,1,32.3,0.0,0,0.0
Henderson,2019-2020,Jan,15140.0,15140.0,2,37.7,0.0,0,0.0
Henderson,2019-2020,Feb,10710.0,10710.0,1,32.2,0.0,0,0.0
Henderson,2019-2020,Mar,7525.0,7525.0,1,46.7,0.0,0,0.0
